city,latitude,longitude,timestamp,temperature_2m,windspeed_10m,precipitation,weathercode
Hamburg,53.55073,9.99302,2022-07-07T03:00,14.6,18.9,2.2,61
Hamburg,53.55073,9.99302,2022-07-07T04:00,14.7,17.1,0.6,53
Hamburg,53.55073,9.99302,2022-07-07T05:00,14.6,17.8,1.1,55
Hamburg,53.55073,9.99302,2022-07-07T06:00,14.8,17.3,1.8,61
Hamburg,53.55073,9.99302,2022-07-07T07:00,15.2,17.4,2.8,63
Hamburg,53.55073,9.99302,2022-07-07T08:00,15.9,17.3,0.4,51
Hamburg,53.55073,9.99302,2022-07-07T09:00,15.6,16.2,0.4,51
Hamburg,53.55073,9.99302,2022-07-07T10:00,16.6,13.7,0.1,51
Hamburg,53.55073,9.99302,2022-07-07T11:00,18.3,19.9,0.1,51
Hamburg,53.55073,9.99302,2022-07-07T12:00,18.3,19.2,0.1,51
Hamburg,53.55073,9.99302,2022-07-07T13:00,19.8,22.0,0.2,51
Hamburg,53.55073,9.99302,2022-07-07T14:00,19.4,27.6,0.1,51
Hamburg,53.55073,9.99302,2022-07-07T15:00,17.8,28.4,0.0,3
Hamburg,53.55073,9.99302,2022-07-07T16:00,16.7,27.1,0.0,3
Hamburg,53.55073,9.99302,2022-07-07T17:00,17.2,26.3,0.0,3
Hamburg,53.55073,9.99302,2022-07-07T18:00,17.3,28.5,0.0,3
Hamburg,53.55073,9.99302,2022-07-07T19:00,17.5,27.0,0.0,3
Hamburg,53.55073,9.99302,2022-07-07T20:00,17.1,22.3,0.0,3
Hamburg,53.55073,9.99302,2022-07-07T21:00,16.3,20.8,0.0,1
Hamburg,53.55073,9.99302,2022-07-07T22:00,15.6,19.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-07T23:00,15.3,20.4,0.0,3
Hamburg,53.55073,9.99302,2022-07-08T00:00,14.7,21.1,0.0,3
Hamburg,53.55073,9.99302,2022-07-08T01:00,14.1,19.5,0.0,0
Hamburg,53.55073,9.99302,2022-07-08T02:00,13.4,18.0,0.0,0
Hamburg,53.55073,9.99302,2022-07-08T03:00,13.1,16.1,0.0,0
Hamburg,53.55073,9.99302,2022-07-08T04:00,13.0,14.5,0.0,2
Hamburg,53.55073,9.99302,2022-07-08T05:00,13.2,13.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-08T06:00,14.2,15.4,0.0,3
Hamburg,53.55073,9.99302,2022-07-08T07:00,14.8,14.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-08T08:00,15.6,22.1,0.0,3
Hamburg,53.55073,9.99302,2022-07-08T09:00,16.6,21.5,0.0,3
Hamburg,53.55073,9.99302,2022-07-08T10:00,16.9,22.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-08T11:00,17.2,18.2,0.1,51
Hamburg,53.55073,9.99302,2022-07-08T12:00,17.5,21.9,0.1,51
Hamburg,53.55073,9.99302,2022-07-08T13:00,17.8,22.1,0.1,51
Hamburg,53.55073,9.99302,2022-07-08T14:00,17.6,26.8,0.1,51
Hamburg,53.55073,9.99302,2022-07-08T15:00,19.5,27.5,0.1,51
Hamburg,53.55073,9.99302,2022-07-08T16:00,20.0,25.6,0.0,1
Hamburg,53.55073,9.99302,2022-07-08T17:00,20.4,23.9,0.0,1
Hamburg,53.55073,9.99302,2022-07-08T18:00,19.9,24.2,0.0,2
Hamburg,53.55073,9.99302,2022-07-08T19:00,18.6,23.5,0.0,2
Hamburg,53.55073,9.99302,2022-07-08T20:00,17.1,21.1,0.0,2
Hamburg,53.55073,9.99302,2022-07-08T21:00,15.7,17.1,0.0,1
Hamburg,53.55073,9.99302,2022-07-08T22:00,14.3,14.8,0.0,0
Hamburg,53.55073,9.99302,2022-07-08T23:00,13.6,14.6,0.0,1
Hamburg,53.55073,9.99302,2022-07-09T00:00,13.2,13.2,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T01:00,14.1,12.4,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T02:00,14.6,11.2,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T03:00,14.7,10.4,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T04:00,14.7,10.5,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T05:00,14.8,12.8,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T06:00,15.1,14.8,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T07:00,15.7,18.3,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T08:00,15.8,14.1,0.1,51
Hamburg,53.55073,9.99302,2022-07-09T09:00,16.0,18.4,0.1,51
Hamburg,53.55073,9.99302,2022-07-09T10:00,17.3,22.0,0.2,51
Hamburg,53.55073,9.99302,2022-07-09T11:00,18.5,20.8,0.1,51
Hamburg,53.55073,9.99302,2022-07-09T12:00,19.1,22.7,0.1,51
Hamburg,53.55073,9.99302,2022-07-09T13:00,19.3,20.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T14:00,19.3,20.9,0.1,51
Hamburg,53.55073,9.99302,2022-07-09T15:00,20.1,26.6,0.1,51
Hamburg,53.55073,9.99302,2022-07-09T16:00,19.0,28.2,0.0,0
Hamburg,53.55073,9.99302,2022-07-09T17:00,18.6,27.2,0.0,1
Hamburg,53.55073,9.99302,2022-07-09T18:00,17.8,28.6,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T19:00,16.5,28.7,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T20:00,15.9,23.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T21:00,14.9,21.5,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T22:00,14.7,21.2,0.0,3
Hamburg,53.55073,9.99302,2022-07-09T23:00,14.1,18.1,0.0,3
Hamburg,53.55073,9.99302,2022-07-10T00:00,13.9,16.9,0.0,3
Hamburg,53.55073,9.99302,2022-07-10T01:00,13.6,16.1,0.0,3
Hamburg,53.55073,9.99302,2022-07-10T02:00,13.8,15.5,0.0,3
Hamburg,53.55073,9.99302,2022-07-10T03:00,13.3,15.9,0.0,1
Hamburg,53.55073,9.99302,2022-07-10T04:00,12.7,15.7,0.0,2
Hamburg,53.55073,9.99302,2022-07-10T05:00,12.7,14.8,0.0,1
Hamburg,53.55073,9.99302,2022-07-10T06:00,12.9,15.5,0.1,51
Hamburg,53.55073,9.99302,2022-07-10T07:00,13.7,16.4,0.0,1
Hamburg,53.55073,9.99302,2022-07-10T08:00,14.6,21.9,0.0,1
